time,outsideTemp,electricityHeatPump,roomTemp
2018-01-19T19:00:00.000Z,,,
2018-01-19T20:00:00.000Z,,,
2018-01-19T21:00:00.000Z,,,
2018-01-19T22:00:00.000Z,,,
2018-01-19T23:00:00.000Z,,,
2018-01-20T00:00:00.000Z,,,
2018-01-20T01:00:00.000Z,,,
2018-01-20T02:00:00.000Z,,,
2018-01-20T03:00:00.000Z,,,
2018-01-20T04:00:00.000Z,,,
2018-01-20T05:00:00.000Z,,,
2018-01-20T06:00:00.000Z,,,
2018-01-20T07:00:00.000Z,,,
2018-01-20T08:00:00.000Z,,,
2018-01-20T09:00:00.000Z,,,
2018-01-20T10:00:00.000Z,,,
2018-01-20T11:00:00.000Z,,,
2018-01-20T12:00:00.000Z,,,
2018-01-20T13:00:00.000Z,,,
2018-01-20T14:00:00.000Z,,,
2018-01-20T15:00:00.000Z,,,
2018-01-20T16:00:00.000Z,,,
2018-01-20T17:00:00.000Z,,,
2018-01-20T18:00:00.000Z,,,
2018-01-20T19:00:00.000Z,,,
2018-01-20T20:00:00.000Z,,,
2018-01-20T21:00:00.000Z,,,
2018-01-20T22:00:00.000Z,,,
2018-01-20T23:00:00.000Z,,,
2018-01-21T00:00:00.000Z,,,
2018-01-21T01:00:00.000Z,,,
2018-01-21T02:00:00.000Z,,,
2018-01-21T03:00:00.000Z,,,
2018-01-21T04:00:00.000Z,,,
2018-01-21T05:00:00.000Z,,,
2018-01-21T06:00:00.000Z,,,
2018-01-21T07:00:00.000Z,,,
2018-01-21T08:00:00.000Z,,,
2018-01-21T09:00:00.000Z,,,
2018-01-21T10:00:00.000Z,,,
2018-01-21T11:00:00.000Z,,,
2018-01-21T12:00:00.000Z,,,
2018-01-21T13:00:00.000Z,,,
2018-01-21T14:00:00.000Z,,,
2018-01-21T15:00:00.000Z,,,
2018-01-21T16:00:00.000Z,,,
